101,24.8
102,24.8
103,31.1
104,25.9
105,25.9
106,26.5
107,30.5
108,30.7
109,35.6
110,36
111,34
112,40
201,41.6
202,41.6
203,43
204,39.9
205,41.9
206,43
207,42.8
208,43.4
209,44.5
210,44.1
211,42
212,45.6
301,33.4
302,35.2
303,40.8
304,40.2
305,44.8
306,37.4
307,42.5
308,41.4
309,42.2
310,42.7
311,46.2
312,36.6
313,44.8
314,41.1
315,43.5
316,47.1
317,45.8
318,46.6
401,37.9
402,37.6
403,40.6
404,42.2
405,38.5
406,41.8
407,40.4
408,42.8
409,45.2
410,45
411,41.3
412,48.5
413,47
414,49
501,41.8
502,41.1
503,44.5
