1,0.00011792613180612506
5,0.0002347170890584101
6,0.00022896782527688197
7,0.00020018095591780723
9,0.00025200975176421265
10,0.00013915497806384717
13,0.00025155128025719411
14,0.00062594575566445043
17,0.00012847059745443528
18,0.00023027952629821086
19,0.00011038640059385863
20,0.00012519424602505143
22,9.9213112959827422e-06
23,0.00027162861529029478
24,0.00016160794602326442
25,0.00017263251907921685
26,0.00012572361903713454
28,0.0003532642824046608
30,0.00023226348596978139
32,0.00024776194643454552
33,0.0001804113033681021
34,0.0001066758933743327
40,0.0002082485512553947
41,0.00010025057158610491
42,0.00016193222903909628
43,9.3467719279651199e-05
44,0.00021031820838570816
45,1.8196783166847911e-05
46,0.00022149015733822556
47,5.1103867468856528e-05
48,0.00017737474871360544
49,5.6537675668808187e-05
50,2.6937252111992727e-05
52,0.00012105476929438213
60,6.4920367710119442e-05
61,3.630925096327661e-05
62,4.5064102363531545e-05
63,1.7216788739489407e-05
66,3.7811195367693914e-05
67,8.2791295525526794e-05
68,3.5847896498402638e-05
69,3.6946734781414324e-05
70,7.8694806671392148e-05
71,0.00012938492756606459
72,4.4968858208644849e-05
73,0.00016853265769952726
75,8.0385997931012535e-05
76,4.970674001387858e-05
77,0.00014276057314317734
78,5.4309351246888601e-05
79,0.0001525773552111838
81,0.000158211739839434
83,0.00011085136606989866
84,0.00013502127138208947
88,8.6196124760109198e-05
90,9.4355233710591638e-05
94,5.1125886116750955e-05
100,1.0534385091054613e-05
101,4.4037187494517442e-05
102,3.8139145494760169e-05
103,7.9477539013274605e-05
104,2.7240486525660512e-05
105,1.646929617173977e-05
106,2.9466710394121372e-05
107,2.065047834614259e-05
108,3.0567471892791228e-05
109,2.1190248163053582e-05
110,5.846136072494897e-05
111,9.0579864853532893e-06
112,3.5367331654588648e-05
113,1.8328588552837761e-05
114,4.373599348819163e-05
115,6.4531288850842722e-05
120,2.838386634758295e-05
121,1.0228264558873663e-05
122,9.0809443741966556e-06
123,4.6949823435122668e-06
