101,29.27665128471074
102,26.498014918158198
103,13.098489950168535
104,23.12284619426574
105,23.78701035903557
106,25.414851507225517
107,24.381685580830855
108,24.47817040494805
109,13.032073855464882
110,9.136803709369874
111,9.06084460284588
112,12.949044843614862
201,4.934534157463125
202,8.703898914872951
203,6.220565325924603
204,7.639643383412663
205,9.409868766288431
206,10.004536063475422
207,10.955847485316482
208,16.74396238686484
209,7.54720312945949
210,15.41689943656921
211,13.443914822066052
212,14.294287234352312
301,13.65408679371913
302,17.576300079911324
303,8.881484160833725
304,10.553904184989921
305,9.397540926190526
306,24.36533623969323
307,17.116504740724228
308,12.975604785624641
309,9.911233333923935
310,20.219169774968485
311,17.55638389382842
312,14.41860141114321
313,12.494749058274216
314,13.286349256674827
315,17.79185858117534
316,7.975346715115794
317,12.485846840723196
318,14.443406036847497
401,18.31269267879514
402,18.61480469790731
403,13.210223325960586
404,12.247413380581515
405,19.336375872867155
406,19.086820379681665
407,17.14339406262667
408,15.357681608211635
409,15.632987112791568
410,15.992564710225812
411,19.370087766147947
412,11.95382734141861
413,14.8797002697641
414,10.856873749664736
501,15.191572223385233
502,17.04848673291907
503,17.96681413287608
